id,theme,similarity,subject_text
205259,1,0.8925847,"Выполнение работ (услуг) по уборке помещений и прилегающей территории по Договору № 25212136 от 30.05.2025г., за май 2026 г. [ед:шт]"
205264,26,0.8729801,Агентское вознаграждение по договору SW920 от 17.08.2018г 01.05.2026 - 31.05.2026 [вид:услуга; ед:услуга]
205291,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за декабрь 2025
205292,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за декабрь 2025
205293,23,0.832478,"Услуги по размещению и функционированию БС 19560, расположенной на ОДН по адресу: МО, Наро-Фоминский р-н,Московско-Киевская дистанция пути от 30 до 85 км,1 уч.(часть участка в районе пл.алабино) согласно ДС на размещение оборудования № 19560-110 к Рамочному Договору № 0108/2019 от 27.08.2019 за янва [вид:услуга; ед:мес]"
205294,0,0.8606516,За размещение волоконно-оптического кабеля за февраль 2026 [вид:услуга; ед:усл.]
205317,5,0.8601429,Предоставление комплекса ресурсов за февраль 2026 г. [вид:услуга; ед:шт]
205325,11,0.89003104,Предоставление конструктивных элементов зданий для размещения оборудования за март 2026 г. [вид:услуга; ед:м2]
205326,8,0.8251549,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | марка ЭС (Электроснабжение) [ед:за марку] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] | Монтаж цифровой платы в системный блок Базовой станции [ед:за плату]"
205334,1,0.862339,Услуги по размещению ВОК на опорах по договору JO398 от 28.12.2010 г. за январь 2026г. [ед:мес]
205336,0,0.8639567,Предоставление доступа к инфраструктуре для размещения сетей электросвязи (в том числе волоконно-оптических линий связи) на опорах ВЛ за январь 2026 г. [вид:услуга; ед:шт]
205343,9,0.86673605,Электроснабжение БС 85951 за апрель 2026 г. [вид:услуга; ед:кВт.ч]
205345,10,0.8807175,"Услуги связи, предоставленные за 02.2026 г. [вид:услуга; ед:-]"
205350,21,0.8193869,Перем. часть ар.платы (ЭЛЕКТРИЧЕСТВО) по договору № 9/16 от 01.04.2016 за Февраль 2026 г. [ед:кВт.ч]
205354,19,0.8323336,"Винт, шайба, гайка - комплект крепления 20 шт [вид:имущество; ед:упак]"
205360,1,0.80617166,"Возмещение электроэнергии по договору №40769 от 07.09.2015г. за январь 2026г. (г. Красноярск, ул. Мате Залки, д. 13) [вид:услуга; ед:кВт] | Возмещение электроэнергии по договору №40769 от 07.09.2015г. за февраль 2026г. (г. Красноярск, ул. Мате Залки, д. 13) [вид:услуга; ед:кВт] | Возмещение электроэнергии по договору №40769 от 07.09.2015г. за март 2026г. (г. Красноярск, ул. Мате Залки, д. 13) [вид:услуга; ед:кВт]"
205387,5,0.87755346,"Размещение,хранение и ТО ТК оборудования [вид:услуга; ед:шт.]"
205388,5,0.87755346,"Размещение,хранение и ТО ТК оборудования [вид:услуга; ед:шт.]"
205394,5,0.8342669,"Отказ, гостиница КОСМОС АСТРАХАНЬ (БЫВШ. ПАРК ИНН), г.АСТРАХАНЬ, РОССИЯ, с 14.04.2026 по 16.04.2026, 2 суток, номер Стандартный,Петренко Григорий Николаевич"
205410,8,0.8149092,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | марка ЭС (Электроснабжение) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км]"
205426,0,0.84270513,"Плата за предоставление во временное ограниченное пользование имущества: ""Электросетевой комплекс - подстанция 11/10кВ ""Усть-Паденьга"" с линиями электропередачи"" согласно договору № 09-АК от 30.06.2012 за период с 01.01.2026 по 31.03.2026 года [вид:услуга; ед:кварт]"
205428,9,0.86132073,Вознаграждение за ноябрь 2025 г. [вид:услуга; ед:шт]
205438,21,0.84226525,Проведение работ на сети ПАО «ВымпелКом» [ед:Километр]
205440,26,0.86787623,"Абонплата за аренду и обслуживание 2-х оптических волокон по договору № 66-07/2014 от 11.07.14г., ДС №1 (Март 2026 г.) [вид:услуга; ед:усл. ед]"
205467,26,0.8675394,Выполнение работ по постгарантийному обслуживанию оборудования к Договору № 22345934 от 27.01.2023 г.за период с 23.04.2023 г. по 09.12.2025 г. [ед:компл]
205474,25,0.83483636,"марка ТХ (Технологические решения) [ед:за марку] | марка ЭС (Электроснабжение) [ед:за марку] | Создание мест (c изготовлением/закупкой, доставкой и установкой трубостоек) для размещения антенн на высотных сооружениях с доработкой существующей площадки (при необходимости). [ед:за 1 трубостойку] | Монтаж комплекта оборудования Антенно-фидерных устройств (АФУ) Базовой станции/базовых станций распределенного типа, включая: монтаж секторных антенн; RET модулей включая кабель управления; технологического оборудования - внешних радиоблоков; прокладкой необходимого количества кабелей, включая прокл [ед:за полный комплект] | Изготовление и монтаж джамп-кабеля (""джампера"") нестандартной длины [ед:за шт]"
205514,11,0.894294,Предоставление возможности размещения оборудования базовых станций сотовой связи за апрель 2026 года [ед:шт]
205515,11,0.894294,Предоставление возможности размещения оборудования базовых станций сотовой связи за апрель 2026 года [ед:шт]
205524,26,0.9041485,Вознаграждение по Договору № 298132 от 01.08.2018 за период 01.04.2026г. по 30.04.2026г. [вид:услуга; ед:шт]
205525,26,0.9041485,Вознаграждение по Договору № 278465 от 01.07.2016 за период 01.04.2026г. по 30.04.2026г. [вид:услуга; ед:шт]
205531,2,0.8494014,Предоставление места в телефонной канализации - ежемесячный платеж за декабрь 2025
205535,3,0.84799236,"Выполненные строительно-монтажные работы по адресу: Российская Федерация, г. Москва, ул. 8 Марта, д.10, корп. А5, пом. 908 (СБЭ803) (TNN00RUMOW301421) в соответствии с Заказом № 08/26127832 от 12.05.2026г. к Рамочному договору W2 № Д25574 от 05.06.2025г."
205537,3,0.8101021,"Проектно-изыскательские работы MRB00RUSPB015010 СП-ст.м.""Нарвская"""", согласно Доп. 1 от 23.09.2025 г. к ДС № DMC194_480080_17_15010 от 06.11.2024 г. по Договору № Д24186/ТЕЛЕТАКС-МЕТРО-СПБ-2024 от 28.05.2024 г."
205539,3,0.8145293,"Проектно-изыскательские работы MRB00RUSPB015010 СП-ст.м.""Нарвская"""", согласно Доп. 1 от 23.09.2025 г. к ДС № DMC194_480080_17_15010 от 06.11.2024 г. по Договору № Д24186/ТЕЛЕТАКС-МЕТРО-СПБ-2024 от 28.05.2024 г. [ед:-]"
205548,1,0.83293664,Компенсация фактически потребленной электроэнергии за февраль 2026 г. согласно договору № 298832 от 21.06.2022 г. [вид:услуга]
205571,8,0.82878435,Проведение предпроектного обследования трассы при прокладке ВОК по опорам городской инфраструктуры [ед:Трасса]
205572,21,0.8467634,Проведение работ на сети ПАО «ВымпелКом» [ед:Трасса]
205577,11,0.9157703,"Проведение работ по монтажу, замене и переносу оборудования [ед:Метр]"
205578,5,0.82661647,"Прокладка интерфейсных, соединительных кабелей связи (емкостью до 100х2 кабели типа ТСВ/хTP емкостью до 100х2), гибкие оптические пачкорды (один на дуплекса и два для симплекса) по стенам, кабельным лоткам, кабельростам, под фальшполом, в трубах, коробах в пределах узла связи. [ед:Метр] | Установка, подключение шины заземления [ед:Штука] | Прокладка, подключение и маркировка провода/кабеля электропитания в трубе ПВХ с суммарным сечением до 20 мм кв. по стенам, кабельным лоткам, кабельростам, под фальшполом. [ед:Метр] | Кабель витая пара (UTP), категория 5e, 4 пары, одножильный (solid), серый, для внутренней прокладки [ед:Метр] | Разъем RJ-45 под витую пару, категория 5e [ед:Штука]"
205591,9,0.86132073,Вознаграждение по договору №V3240 от 14.04.2003г. за январь 2026 г. [вид:услуга; ед:шт]
205593,17,0.8748045,"Обследование инфраструктуры, работа с тех. документацией, тех.надзор за март 2026"
205597,17,0.8748042,"Обследование инфраструктуры, работа с тех. документацией, тех.надзор"
205604,26,0.9343109,Вознаграждение партнеру за январь 2026 г. 2026 г. [вид:услуга; ед:--]
205610,0,0.8410742,"Услуги по размещению волоконного – оптического кабеля на опорах, согласно договору № 529 от 01 апреля 2012 года, ДС № 2 от 01 января 2025 года, за март 2026 года. [ед:мест] | Услуги по размещению волоконного – оптического кабеля на кронштейнах, согласно договору № 529 от 01 апреля 2012 года, ДС № 2 от 01 января 2025 года, за март 2026 года. [ед:шт]"
205627,0,0.87744963,РАЗМЕЩЕНИЕ ОБОРУДОВАНИЯ | УСЛУГИ НА РАЗМЕЩЕНИЕ КАБЕЛЕЙ СВЯЗИ В ЛКС
205633,19,0.82964057,за услуги по пропуску трафика по договору №JN973 от 11.01.2011 за февраль 2026 г. [вид:услуга; ед:шт] (×3)
205648,3,0.80539286,Выполнение работ по акту №863 приема-передачи выполненных работ от 29 декабря 2025г. по договору 24749196 от 05.03.2024
205685,26,0.8596608,Договор от 04.04.2012г. № EA594. Вознаграждение за март 2026 г. [вид:услуга]
205699,8,0.8172014,Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Монтаж и подключение блока RRU [ед:за 1 блок] | Демонтаж для пункта 3.18 Монтаж и подключение блока RRU [ед:за 1 блок]
205711,10,0.87768996,"Услуги связи, предоставленные за 03.2026 г. [вид:услуга; ед:-]"
205719,23,0.8385364,"Возмещение расходов, понесенных в связи с эксплуатацией имущества (эл/эн), расположенного по адресу: Чувашская Республика, Чебоксарский муниципальный округ, Синьяльское сельское поселение, д. Типсирмы, ЗУ с кадастровым номером 21:21:076238:312 по доп.соглашению № 52173_25021104111 к договору № 18 от [ед:шт]"
205736,1,0.83399403,"Оказание услуг по уборке помещений и прилегающей территории г. Грозный, пр. Революции, д. 12/64 [вид:услуга; ед:шт] | Оказание услуг по уборке помещений и прилегающей территории г. Шали, пр-т Кадырова, д. 87 [вид:услуга; ед:шт] | Оказание услуг по уборке помещений и прилегающей территории г. Гудермес, пер. Хатаева, д. 7А, ТЦ Мега-Сити [вид:услуга; ед:шт] | Оказание услуг по уборке помещений и прилегающей территории г. Грозный, ул. С.Ш. Лорсанова, д. 15 [вид:услуга; ед:шт] | Оказание услуг по уборке помещений и прилегающей территории г. Урус-Мартан, ул. Каланчарская, д. 33, ТЦ Универмаг [вид:услуга; ед:шт]"
205737,7,0.9896007,Аренда помещения по договору 19/2014 от 03.06.2014 за апрель 2026
205744,3,0.81047034,Авансовые платежи в счет реализации РЦС-3 АВАНС 05/26 УСЛ.РАЗМЕЩЕНИЕ КАБЕЛЕЙ СВ.В ЛКС
205773,11,0.89854753,Предоставление возможности размещения и эксплуатации оборудования по договору № IND-10258/2022 от 28.02.2022 г. за май 2026 г. [вид:услуга; ед:мес]
205783,20,0.8451953,"Предоставление в пользование цифрового канала связи (г.Псков, ул. Некрасова, д.17 - г. Великий Новгород, ул. Людогоща, д.2; 10 Гб/с)"
205793,7,0.95265585,Аренда нежилого помещения за март 2026 г. [вид:услуга]
205805,0,0.8366456,Оплата по договору №111-УК от 18.11.2016г. по тех. обслуж.волоконно-оптической линии март 2026г. [вид:услуга; ед:руб]
205806,24,0.8052857,Оплата по договору 24-А/14 от 01.04.2014г март 2026г. [вид:услуга; ед:руб]
205808,8,0.8357101,"Ежемесячная плата (базовая часть) по размещению оборудования согласно дс № 4 от 12.02.26 к договору № ОДН-4 от 06.02.2019 по адресу: г.Самара, ул.Урицкого, д.1А. за Апрель 2026 [вид:услуга; ед:Услуга]"
205809,5,0.8300434,"Организация канала связи ""точка-точка"" по договору №02/2394 от 30.01.2002 [вид:услуга; ед:шт]"
205815,25,0.8188307,"марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] | Демонтаж для пункта 3.8.3 Монтаж антенны БС при модернизации : 3 и более антенны (однодиапазонные антенны) [ед:за 1 антенну]"
205825,5,0.84525704,"Арендная плата за размещение оборудования на ЖБ столбе по адресу: Красноярский край, Емельяновский район, Площадка гаражная, 7 (г. Красноярск, ул. Светлова) за март 2026 г. [вид:услуга; ед:шт]"
205834,20,0.8163449,"Мультиплексор ввода/вывода оптический перестраиваемый на 9 направлений, диапазон C, с бустером 18 dB, предусилителем до 18 dB, разъем LC/UPC, для шасси К10/К4/К1 [вид:имущество; ед:шт] | Плата транспондера ADM-200, 20 клиентских портов (10G), 1 линейный порт (200G)/2 линейных порта (100G), для мультиплексора К10/К4/К1|НТО ИРЭ-ПОЛЮС||THADMX41500X01SR|| [вид:имущество; ед:шт] | Модуль оптический SFP+ Ethernet 10GBase-LR/LW/OTU2/OTU2e, длина волны 1310 nm, прогон 10 km, 10 Gbps [вид:имущество; ед:шт] | Модуль оптический CFP2-DCO DWDM CFP2-D-400-TNBL, перестраиваемый, диапазон длин волн 1528,77-1566,52 nm, 400 Gbps, SM, разъем LC [вид:имущество; ед:шт] | Плата управления и контроля CUH5, для шасси мультиплексора К10/К4/К1 [вид:имущество; ед:шт]"
205835,10,0.8810607,Вознаграждение за посредничество в услугах связи Договор №Е5666 от 01.06.2012 март 2026г. [вид:услуга; ед:мес]
205842,4,0.84362704,Ремонтно-наладочные работы на объекте ПАО ВымпелКом согласно договора Д25739/ТО СОП_ИБГ от 04.07.2025 [вид:услуга; ед:шт]
205846,4,0.8531966,Проведение работ на сети ПАО «ВымпелКом» [ед:Комплект]
205854,26,0.85843647,Постоянная часть арендной платы за нежилое помещение за Май м-ц 2026г по адресу 603152 г Нижний Новгород ул Ларина д 8А Дог № 30 от 14.06.2012 [ед:м2]
205858,23,0.85759777,Услуги по пропуску сигналов телепрограмм согласно договору 021/191(5000) от 18.01.2016 за период Июнь 2026 г. [вид:услуга; ед:мес]
205863,4,0.85489494,"Выполнение работ на объектах ПАО ""Вымпелком"", подтвержденные актом выполненных работ № SA1-РМ-С-16 от 04.06.2026"
205864,4,0.8565544,"Выполнение работ на объектах ПАО ""Вымпелком"", подтвержденные актом выполненных работ № SA1-РМ-С-16 от 04.06.2026 [ед:-]"
205873,10,0.87768996,"Услуги связи, предоставленные за 03.2026 г. [вид:услуга; ед:-]"
205914,7,0.95199156,Аренда нежилого помещения по договору № 06-11 от 01.04.2011 за май 2026 г. [вид:услуга; ед:м]
205920,5,0.8434148,"Проживание в г-це СЕРЕБРО, г.ШЕРЕГЕШ, РОССИЯ, с 19.05.2026 по 20.05.2026, 1 сутки, номер Стандартный, Жуликов Максим Сергеевич [вид:услуга]"
205930,4,0.8531966,Проведение работ на сети ПАО «ВымпелКом» [ед:Комплект]
205936,5,0.8510014,Услуги пропуска трафика за март 2026 г. [вид:услуга; ед:мес]
205937,19,0.805338,"Чай ароматизированный пакетированный в индив.саше, 100 шт. в упаковке [вид:имущество; ед:упак]"
205953,19,0.81482124,На аренду стойко-места за март 2026г. по дог. 15/05 от 06.06.2017 [ед:штука]
205962,20,0.81745213,"Модуль оптический SFP28 Ethernet 25G, длина волны 1310 nm, прогон 10 km, 25 Gbps, SM, разъем LC, с поддержкой мониторинга DDM, NK|НПО ТЕЛЕКОМ||NSS-S25-L10-NK|| [вид:имущество; ед:Штуки]"
205966,11,0.8966956,"Размещение оборудования базовой станции подвижной радиотелефонной связи Орловская область, с Становой Колодезь [вид:услуга]"
205985,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за декабрь 2025
205986,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за декабрь 2025
205990,11,0.9095073,Размещение оборудования сотовой связи за март 2026 г. [вид:услуга; ед:мес]
205999,11,0.88918567,Размещение оборудования связи за май 2026 г. [вид:услуга; ед:шт]
206009,8,0.8321192,Проведение предпроектного обследования трассы прокладки кабеля ВОК/СМК по зданиям и сооружениям [ед:Трасса] | Проведение предпроектного обследования трассы в пределах одного телефонного узла [ед:Трасса]
206011,21,0.8467634,Проведение работ на сети ПАО «ВымпелКом» [ед:Трасса]
206016,3,0.84164447,Авансовые платежи в счет реализации Перенос на авансовый счет (аренда).
206017,20,0.8338927,"Использование волоконно-оптической соединительной линии (патч-корд) с кол-вом волокон [вид:услуга; ед:шт] | Использование гнезд коммутационной стойки типа СПкПГ, КСЦ [вид:услуга; ед:шт] | Использование кабельной линии для потока Ethernet (проложенной кабелем типа UTP-5) [вид:услуга; ед:шт] | Использование кабельной линии для потока Ethernet (проложенной кабелем типа UTP-6) [вид:услуга; ед:шт] | Использование кабельной линии типа КМС, КВСМ [вид:услуга; ед:шт]"
206025,26,0.865008,Аренда недвижимости за февраль 2026 г. по договору аренды №1004 от 01.08.2025 г. [вид:услуга]
206029,11,0.914386,"Проведение работ по монтажу, замене и переносу оборудования [ед:Объект]"
206030,11,0.89741147,"Обследование трасс прокладки проводных линий связи, точек монтажа проводного оборудования доступа [ед:Объект]"
206035,25,0.8404183,Компенсация затрат за электроэнергию за Февраль 2026г. [вид:услуга; ед:квт.ч]
206051,5,0.8306386,Электронный универсальный сертификат За!Подарком Плюс билайн (с лого) [вид:имущество; ед:шт]
206054,1,0.89258456,"Выполнение работ (услуг) по уборке помещений и прилегающей территории по Договору № .Д25934 от 12.08.2025г., за январь 2026 г. [ед:шт]"
206060,9,0.8787721,Электроэнергия за июнь 2026 г. [вид:услуга; ед:руб]
206065,3,0.8514089,Виртуальный канал связи за МАРТ 2026 | Предоставление каналов связи за МАРТ 2026
206066,3,0.8514089,Виртуальный канал связи за МАРТ 2026 | Предоставление каналов связи за МАРТ 2026
206092,1,0.81991065,Уценка Стремянка двухсторонняя алюм широкая площадка 3ст TARKO 14203е [вид:имущество; ед:шт]
206109,8,0.81909186,"Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект] | марка ТХ (Технологические решения) [ед:за марку] | Оформление (включая проведение необходимых измерений) и предоставление Заказчику комплектов исполнительной и отчетной документации на объект Базовую станцию в соответствии с Общими техническими условиями на базовую станцию и Процедурой технической приемки БС. [ед:за полный комплект] | Компенсации повышенных транспортных расходов на доставку оборудования и материалов на объекты, находящиеся на удалении свыше 100 км. [ед:за 1 км] (×2)"
206114,21,0.84226525,Проведение работ на сети ПАО «ВымпелКом» [ед:Километр]
206122,8,0.8298149,"Базовая плата п. 6.1 договора 46-20/ТД от 12.04.2021Услуги по размещению оборудования ПАО ""Вымпелком"" г.Донецк, ул.Карла Либкнехта 11, период за апрель 2026 г. [вид:услуга; ед:шт]"
206134,7,0.94875515,Аренда нежилого помещения за май 2026 г. [вид:услуга; ед:мес]
206136,9,0.86132073,Вознаграждение за май 2026г. согласно договора № KD991 от 31.12.2019 г. [вид:услуга; ед:шт]
206145,20,0.8109777,"Инжектор питания через Ethernet (PoE) для точки доступа Wi-Fi с поддержкой стандарта 802.11af/at, 2 х GE (RJ-45) port, 100-240 V AC, 54 V DC, 30 W|ORIGO||OPE301GI|| [вид:имущество; ед:Штуки] | Точка доступа Wi-Fi Qtech QWP-82 Indoor, 802.11b/g/n/ac/ax, 2.4/5 GHz, 2x2 DL/UL MU-MIMO, 4 антенны 4 dBi, 2 x FE ports, 256 MB RAM, 32 MB, с МК|QTECH||QWP-82|| [вид:имущество; ед:Штуки]"
206153,5,0.844764,"Проживание в г-це ПАРК СИТИ, г.ЧЕЛЯБИНСК, РОССИЯ, с 27.05.2026 по 29.05.2026, 2 суток, номер Стандартный, Иванков Сергей Игоревич [вид:услуга]"
206157,0,0.857615,возмещение коммунальных расходов за электрическую энергию февраль 2026 года [ед:кВт.ч]
206158,5,0.82408977,"Арендная плата за размещение оборудования на ЖБ столбе по адресу: г. Зеленогорск, ул. Шолохова, 1Б за январь 2026 г. [вид:услуга; ед:шт]"
206164,7,0.96550363,Аренда помещения за Май 2026 г. по договору № 109/24 от 01.12.2024 [вид:услуга]
206178,19,0.81199443,Эксплуатационные расходы за январь 2026 г. [вид:услуга; ед:шт] | Возмещение коммунальных услуг за январь 2026 г. [вид:услуга; ед:шт] | Вода питьевая за январь 2026 г. [вид:услуга; ед:шт]
206184,23,0.8670198,"Услуги по размещению и эксплуатации оборудования БС подвижной радителефонной связи на земельном участке, расположенном по адресу: Пермский край, г.Пермь,Мотовилихинский р-н, восточнее земельного участка по ул.Телефонная 12аа за март 2026 г. [вид:услуга; ед:руб]"
206186,1,0.8080763,СМР устройства тип 1 [ед:Штука] | Работы по демонтажу устройства тип1 [ед:Штука] | ПНР и интеграция устройства тип1 [ед:Штука] | Повторный выезд на объект [ед:Штука] | Переключение нагрузок с действующего ИБП на новый [ед:Штука]
206199,4,0.84331,Проведение работ на сети ПАО «ВымпелКом» [ед:Смена]
206203,9,0.86132073,Вознаграждение по договору Е2401 от 24.02.2012 за Январь 2026 г. [вид:услуга; ед:шт]
206207,9,0.8894414,Потребление электроэнергии по договору № 3С от 01 января 2021 г. за февраль 2026 г. [вид:услуга; ед:мес.]
206211,10,0.87768996,"Услуги связи, предоставленные за 03.2026 г. [вид:услуга; ед:-]"
206213,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за апрель 2026
206214,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за апрель 2026
206233,9,0.8781215,партнерское вознаграждение ноябрь 2025г. [вид:услуга; ед:мес]
206238,20,0.8243573,"МОДУЛЬ FLEXDSL, STAND ALONE, 2ХSHDSL, 2 ПАРЫ, 15МB/S, NTU, 2ХMASTER/2ХSLAVE, 4Х10/100BASE-T, ЛП В КОМПЛЕКТЕ С БЛОКОМ ПИТАНИЯ, КАБЕЛЯМИ DSL, ETHERNET|НАТЕКС|FG-PAM-SA2N-4ETH, V10||| [ед:Штуки]"
206254,9,0.8698153,Электроэнергия за январь 2026 г. [вид:услуга; ед:кВт.ч]
206264,7,0.931112,Аренда нежилого помещения согласно договора №02-БС-2022 от 14.03.2022г. за март 2026г. [ед:м2]
206273,5,0.8353008,Внутриподъездная расклейка в городах: Астрахань и Нариманов в январе 2026 г. [вид:услуга; ед:шт] | Развеска дорхенгеров в городах: Астрахань и Нариманов в январе 2026 г. [вид:услуга; ед:шт] | Адресная рассылка листовок в городах: Астрахань и Нариманов в январе 2026 г. [вид:услуга; ед:шт]
206291,1,0.8925847,Выполнение работ (услуг) по уборке помещений и прилегающей территории по Договору № 25212136 от 30.05.2025г. За апрель 2026 г. [ед:шт]
206292,7,0.9526558,Аренда нежилого помещения за январь 2026 [вид:услуга]
206308,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026
206309,23,0.83244383,Пред.в польз.КРдля разм.обор.(кр.об.ФГУП РТРСи в ЦОД)-ежемес.плат. за январь 2026
206316,5,0.8322744,"Услуги, направленные на удовлетворение потребности Заказчика в функционировании ИС и хранении информации в период с 01.04.2026 по 30.04.2026"
206323,9,0.8611594,Вознаграждение за ноябрь 2025 г. по Договору № HX805 от 24.04.2009 г. [вид:услуга; ед:-]
206358,25,0.8090929,СМР АКБ [ед:Штука] | СМР по ИБП до 10 кВт [ед:Штука] | Работы по демонтажу устройства тип1 [ед:Штука] | Установка автоматического выключателя до 32 А включительно [ед:Штука] | Прокладка трубы гофрированной [ед:Метр]
206368,10,0.8812564,Услуги по использованию опор ВЛ за февраль 2026 г. [вид:услуга; ед:шт]
206372,8,0.8379914,Проведение предпроектных изысканий. Разработка основных предпроектных решений (включая перечень и стоимость работ). Согласование предпроектных решений с Заказчиком [ед:за полный комплект]
206395,7,0.94875515,Аренда нежилого помещения за апрель 2026 г. [вид:услуга; ед:мес]
206396,7,0.97664535,Аренда помещений за март 2026 по договору № А-22-164 от 01.07.2022г. [ед:мес]
206402,11,0.9103185,Предоставление права на размещение оборудования по договору №3194/10 от 01.07.2010г. [вид:услуга; ед:мес]
206404,1,0.8454809,"Комплексная уборка помещений по адресу: г. Южно-Сахалинск, ул. Есенина 52 (Проект 17002434) за май 2026 г. [вид:услуга; ед:м2] | Комплексная уборка помещений г. Южно-Сахалинск, ул. Есенина 52 (Проект 17002434) за май 2026 г. [вид:услуга; ед:м2]"
206405,26,0.88991195,Вознаграждение за период с 01.03.2026г. по 31.03.2065г. в соответствии с договором № PY326 [вид:услуга; ед:усл.]
206424,4,0.87008196,Проведение работ на сети ПАО «ВымпелКом» [ед:Объект]
206425,8,0.84845716,"Проведение предпроектного обследования (ППО) позиций [ед:Объект] | Предпроектные изыскания, разработка плана размещения оборудования в аппаратной [ед:Комплект] | Предпроектные изыскания, разработка плана размещения оборудования на кровле, высотном сооружении (мачта, башня, труба, ОДН и т.д.) [ед:Комплект] | Согласование плана размещения антенн и оборудования с Арендодателем (за 1 комплект по 1 адресу с последующей передачей 1экз. Заказчику). [ед:Комплект]"
206440,7,0.92931324,Аренда помещения за апрель 2024 г. [вид:услуга; ед:усл] (×5)
206442,9,0.8646066,Электроэнергия (возмещение расходов) за январь 2026г. [вид:услуга; ед:ед.]
206443,7,0.96467304,Аренда помещений Аренда помещений за Март 2026 г. [вид:услуга; ед:мес]
206445,90,0.7946748,"Вода питьевая ""Кремлевская"" 19 л. [вид:имущество; ед:бут]"
206447,7,0.94834036,Аренда помещения (вторая расчетная/переменная составляющая арендной платы) за апрель 2026 г. [вид:услуга]
206451,20,0.81218314,"Кабель оптический, LC/UPC-LC/UPC, Duplex, Singlemode, Untuned, 9/125 мкм, диаметр 2 мм, длина 3 м, DPC-SM-9/125-2.0-LC/UPC-LC/UPC-03-U||||HYPERLINE|FC-9-LC-LC-PC-3M [вид:имущество; ед:Штуки] | Модуль оптический SFP Ethernet 1000Base-Lx, 1 Gbps, разъем LC, с поддержкой мониторинга DDM, для маршрутизатора 7750SR-c12|ALCATEL||3HE00028CA**|АLCАTЕL|3HE00028CABK [вид:имущество; ед:Штуки]"
206472,9,0.8597727,Переменная плата за потребление электроэнергии за февраль 2026 г. по договору №450611/01 от 01.11.2001 г [вид:работа; ед:кВт.ч]
206474,9,0.8597727,Переменная плата за потребление электроэнергии за февраль 2026 г. по договору №450611/01 от 01.11.2001 г [вид:работа; ед:кВт.ч]
206478,5,0.83004683,"Организация канала связи ""точка-точка"" по договору №02/2394 от 30.01.2002 [вид:услуга; ед:шт]"
206481,19,0.8666834,Переменная часть по договору D250270756-06 от 25.12.2025 г. за Февраль 2026 г. [ед:штука] (×3)
206482,20,0.82467663,"Инжектор питания через Ethernet (PoE) для точки доступа Wi-Fi с поддержкой стандарта 802.11af/at, 2 х GE (RJ-45) port, 100-240 V AC, 54 V DC, 30 W|ORIGO||OPE301GI|| [вид:имущество; ед:Штуки]"
206486,9,0.86172473,Вознаграждение партнера за февраль 2026г согласно Договора №J0681от 27/12/2010г. [вид:услуга; ед:шт]
206505,9,0.86824524,Вознаграждение по Договору №PF419 за апрель 2026г. [ед:шт]
