group,file,llm_topic,theme_id,top_words
excel_xlsx,a48a928b-d174-4e6e-85e9-641ff0ddf190.КС3.xls,Справка о стоимости выполненных работ,-1,
excel_xlsx,2585f41a-aa1b-49ed-935e-91bb5d8f8fac.SI-3998392-8YKT310SW.xls,Акт приема оборудования и материалов,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,"c560080e-6fdf-4a07-b1d6-8593b8ee5a6f.Вымпелком дог 882708170_май 454, 01 (2026).xlsx",Расходы на услуги связи и IT,-1,
excel_xlsx,ba552795-6f59-480c-94f0-0a5820e3271f.Акт об оказании услуг № 4 от 31 января 2026 г.xlsx,Акт выполненных услуг аренды МОП,-1,
excel_xlsx,6727bdda-7a10-4c0e-804c-104b8d06a29b.Счёт к ДС 413.xlsx,Счет на прокладку ВОЛС,-1,
excel_xlsx,"961f5584-208c-4108-96f2-af6f24213faf.Смета Самарская обл., Самара ,ш.Южное д. 5 Договору Д251024 от 04.09.2025.xlsx",Смета на ремонт и поставку оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,bedd71a7-84d4-40bf-853d-6934b7e97ad6.Транспортная накладная № 2022026-07 от 02.02.2026.xls,Транспортная накладная на груз,-1,
excel_xlsx,729a39ec-ae5a-44f6-9a85-eb1898acb3e2.актмай2026.xls,Акт выполненных услуг за май 2026 года,-1,
excel_xlsx,64016aff-37f2-4fdf-b038-b03f9f4ea6be.AR_SN_REP_160832780_LL_HQ310Zb.xlsx,Акт о рассогласованиях покладского груза,-1,
excel_xlsx,f846ada1-0e2f-486b-ace4-08cd7dc50c85.Ставрополь АДМ Декабрь.xlsx,Смета на прокладку и монтаж кабеля,-1,
excel_xlsx,439d4a1e-3b88-49a3-8ab9-ce5979be1151.SI-5142358-8YKT320SWB_СН.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,3feecef3-4e1e-4e00-a1f3-b511adc32c5e.Форма_3.xlsx,Отчет о реализованных услугах связи,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,d1a1fc81-9814-441e-a96b-2c502c93ec89.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,7d4553b1-838b-4aef-bc50-55798435658b.АКТ монтажа_Смоленск_УМ и ПУ( Заказ №2 ЗИП).xls,Акт монтажа оборудования ВымпелКом,-1,
excel_xlsx,506c9968-5b44-4692-ba42-3f7197cb5fb4.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,51b6e99b-2aab-4206-a46d-9146fd8dbdfe.согл_БИ_ОФ_доп работы_НОВОСИБИРСК_апрель (99).xlsx,Смета на техническое обслуживание и ремонт,-1,
excel_xlsx,a740c734-769c-4f00-921f-71a939033e2f.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,8280b78e-291f-4da6-afaf-485997ea5892.Счет на оплату № 5 от 17 марта 2026 г.xlsx,Счёт на оплату работ по реконструкции электроснабжения,-1,
excel_xlsx,6434e18c-3a35-4638-987b-2cca2573a051.КС3_ Красноярск 24_1-2026 (2).xls,Справка о стоимости выполненных работ,-1,
excel_xlsx,"1e0eea83-9557-429a-9fe7-9b91dad4ea93.У Смета ТО Изобретатель_Георгиевск, ул. Калинина, д. 11Б.xlsx",Дополнительное соглашение к смете на оборудование,-1,
excel_xlsx,9e36eec1-0a84-4ed2-8a7e-475bc5f7450f.КС2_Краснодар 23_1-2026.xls,Акт приемки монтажных работ,-1,
excel_xlsx,12bee22d-7965-446a-82a7-a907e253b4e7.Книга продаж (2026) № БУ-42 от 31.01.2026.xlsx,Книга продаж ПАО ВЫМПЕЛКОМ,-1,
excel_xlsx,82be4d93-cd14-4189-b76c-16f8a14a6898.Смета  Тольяттиннский ф-л февраль.xlsx,Смета на ремонт витрин и мебели,-1,
excel_xlsx,8a569122-feba-49e6-b7b8-232b77ca47b8.SI-4095828-8HAB320SWB_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,59e9fa87-3318-4d36-b896-e3448cd7a7d8.SI-5039263-8IRK320SWB_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,b06118b1-8e04-4dfd-b10c-8d7c0520f6a3.КС-2 № B2B2668055-0000004 от 04.02.2026.xlsx,Акт приемки выполненных работ,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,fb0cf3c5-e60f-49d9-b1dc-2de671e0b911.SI-5102441-8YKT360SW_СН.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,f7083ba2-3e7d-4949-a74b-650016440a0c.AR_SN_REP_20250515_STV_16774764.xlsx,Акт о рассогласованиях поклажа,-1,
excel_xlsx,44916e3c-1a50-40d5-8dc3-e7a062f5dc7d.Счет на оплату покупателю № 529 от 01 апреля 2026 ВК 04-07.XLS,Счет на оплату аренды оборудования,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,adbd337e-9489-47a1-a13f-718c5c4edfa8.14932 Кл-Виктория5 ID519431 Задание на Демонтаж.xls,Задание на демонтаж телеком оборудования,-1,
excel_xlsx,50a7f264-775f-44aa-b0e8-de6b27c07aca.Прил к Акту №1 к Заказу ВВОД №Т-2-2026.xls,Смета электромонтажных работ по объектам,-1,
excel_xlsx,991e88c1-64d3-4cf1-9d6a-f7d092d94e7c.АКТ № STK250930_1090_22_2061296.xlsx,Акт сдачи-приемки выполненных работ,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,dd04990b-51af-41ea-9add-2202dc5f46d1.56470 Мичурина 90 (Стадион Торпедо)   январь 26.xlsx,Расчет электроэнергии базовой станции,-1,
excel_xlsx,6c8a7725-bb00-4c3f-9821-df16f1788cb6.Счет504 31.03.26 Билайн Самара.xlsx,Счёт на оплату уборки помещений,-1,
excel_xlsx,8d1f5e98-96ef-4407-84e4-e322b816852e.таблица 311 28.02.2026 Билайн Тюмень.xlsx,Учет уборки помещений Тюменской области,-1,
excel_xlsx,6c19cfa7-8a55-4143-9216-b9bcd8868a7f.52 _Шаринг_Акт25.1_МТС_03.06.2026_2БС_DCS1800_2B01FAFA-114D-4ABF-83E6-4D5DF99943DF.xlsx,Акт предоставления доступа к оборудованию,-1,
excel_xlsx,084758c2-0403-477d-aa88-3960401cb60a.Ненецкий А.О.xlsx,Спецификация абонентских номеров,-1,
excel_xlsx,cf5f5bae-4b4e-4532-84ad-d72e65fcf03d.AR_IN_1892998_4NSK3001LW.xlsx,Акт о расхождении при приемке товара,-1,
excel_xlsx,ed432847-49b3-4202-8574-be728e33c34a.AR_IN_1886971_4NSK320LWZ.xlsx,Акт о расхождении при приемке оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,4301e677-1ea2-4cd5-b786-461b15168606.Счет-фактура № 6 25185976 от 22 апреля 2025 г.xlsx,Услуги по размещению рекламы,-1,
excel_xlsx,53f896aa-05af-4530-b456-a6e02b04001b.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,fad7afb4-d086-42e2-818e-bfb626e7a9a8.AR_IN_1915549_LL_Ms316W.xlsx,Акт о расхождении при приемке товара,-1,
excel_xlsx,028b43a8-a711-4d11-b9d1-d64cd5087f05.AR_IN_1874548_3KZN310LW.xlsx,Акт о расхождениях при приемке товара,-1,
excel_xlsx,32e176a9-75dc-438b-a588-2638296f7be0.Смета ВЕНТИЛЯТОР ЧУсовойxlsx.xlsx,Смета на дополнительные работы по офисам,-1,
excel_xlsx,639dd172-ab74-4849-839c-c108ad97cbab.Акт об оказании услуг № 35 от 31 мая 2026 г.xls,Акт выполненных работ по размещению оборудования,-1,
excel_xlsx,0497e812-179a-4f40-bf51-4475b8435cd9.Приложение к Акту выполненых работ_Основные работы_апрель.xlsx,Учет стоимости уборки салонов связи,-1,
excel_xlsx,2580e44a-68ed-40c6-9e02-809a95d04f49.SI-4918227-8IRK3000SW_CH.xls,Акт приема-передачи антенн,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,8933a353-290c-487f-8a4d-5a2147070558.AR_IN_1862276_3KZN000LWD.xlsx,Акт о расхождении при приемке товара,-1,
excel_xlsx,6432f689-69d8-4419-92e2-3b7014523a8e.ВымпелКом УПД 25412_300426.xlsx,Счет-фактура на поставку товаров,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,8e4ff73e-57c3-43f9-b0ed-7962ba976603.Счет № 20 от 31.05.26г.xlsx,Аренда нежилого помещения за май 2026 года,-1,
excel_xlsx,efbabd5b-fc12-45da-a716-91305e268a70.AR_IN_1860258_40NS320LW.xlsx,Акт о расхождении при приемке товара,-1,
excel_xlsx,353e76a8-80a7-48d4-a41e-320ca9ed20cd.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,67fcf060-ef4a-4909-b59a-7d852c60969e.согл.10.06.2026_Сводная смета ТО СОП май 2026г._Красноярск.xlsx,Смета на ремонт и обслуживание офисов,-1,
excel_xlsx,"89f7ff6a-98b7-440d-bd78-2ce019847dfe.Монтаж ЗАЯВКА г. Нижний Новгород, ул. Белинского, д. 63.xlsx",Заказ на монтаж и оборудование видеонаблюдения,-1,
excel_xlsx,9a314129-753f-4d63-a350-ba67b4e930ec.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,"a6b29e7f-ddf0-4689-9c39-ae5823bb1bf2.Смета Свердловская обл, Полевской Зеленый бор 1,д. 4а Договору Д 251024 от 04.09.2025.xlsx",Смета на ремонт и поставку оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,50a96e6e-0866-4c29-a794-27eb2ec2ec59.Акт сдачи приемки.xlsx,Акт сдачи-приемки услуг Билайн,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,0cad238a-2d5e-451f-8b70-b955b502c11d.Отчет о выполненных работах №2  МБС 17013 за период 01.04.2026-30.04.2026.xlsx,Акт выполненных работ по МБС,-1,
excel_xlsx,e0b8afeb-a3e6-417f-ac94-3d1f49a985d8.SO-4958096-8YKT400SW.xls,Акт отгрузки компьютерного оборудования,-1,
excel_xlsx,9ad46a52-37d8-4991-8aaa-85fcdf37e5d8.Счёт 05(02)26.xlsx,Счет на аварийно-восстановительные работы,-1,
excel_xlsx,bc43cd5c-ad59-4c95-9800-0f1568607a74.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,484ca527-9fb9-40c2-8ffe-5b4f696c8355.SI-5076981-8HAB300SW_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,93cde4b1-8fac-463c-a438-9aebdf1e342a.SI-5096663-8HAB320SW_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,4f9e2e3a-ca7e-49be-b830-346e4853dbe5.АКТ к ДС 149-1.xlsx,Акт сдачи-приемки выполненных работ,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,e0ddb3cc-e8d5-4644-a7f5-792d87beef9c.TNN00RUSTA012047 indefinite ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ТЕХНОЛЕД  (2694136)3226604.xlsx,Акт монтажа оптического оборудования,-1,
excel_xlsx,da2a2023-331a-480a-9984-2a6aa115149f.3004-0058 Согл 20.05_Копия Вымпелком ТО СОП_Приморский филиал_апрель 2026.xls,Смета дополнительных работ по ремонту,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,5082d74d-851d-4499-b142-488255778e81.УПД (статус 1) № 286 от 31 августа 2025 г.xls,Счет-фактура на оказание услуг,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,13ad91e0-b709-4e25-af9c-08f335e7aa8b.ВымпелКом акт сверки за 1 кв. 2026г. дог. 12001715.xlsx,Акт сверки взаимных расчетов,-1,
excel_xlsx,5fad84bb-6279-4d10-b7bd-f284bdc00ec6.20260417_YANV_18569177_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,13a07240-7fc9-4e66-91c6-400f1abccf7f.! Технический акт АВР по Оплате YOL-2603-AVR-2210-1 Март 2026 Йошкар-Ола.xlsx,Акт аварийно-восстановительных работ,-1,
excel_xlsx,8049b3c7-333c-40ae-8b86-82c56ec3a933.Счет на оплату 072 Вымпел № МС72 от 18.05.2026.xlsx,Счёт на оплату шиномонтажа,-1,
excel_xlsx,7a6b26d3-4403-471c-a5a0-2822f348468c.АКТ №237-ВК-ТВ 22 06 2026  к заявке TVR260616_1765_49.xlsx,Расчет транспортных расходов,-1,
excel_xlsx,f36d1bd2-85ec-4916-8a09-d7ded8fd820f.56475 Смр-Кабельная декабрь 25.xlsx,Расчет платы за электроэнергию,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,79818c5b-8749-488f-9c18-3e567c3b5001.Акт сверки взаимных расчетов № 57 от 27.02.2026.xlsx,Сверка взаимных расчетов между двумя организациями,-1,
excel_xlsx,0d6027d9-22d3-401c-9c67-7e7e25791147.Смета за МАРТ Вымпелком ЛОТ 5 Пермь 2026 г.xlsx,Смета на дополнительные работы,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,621f7226-38c5-4c0e-9995-e22e3d50a6d8.Счет 224 31.01.26 Билайн Барнаул  доп работы.xlsx,Счёт на уборку помещений за январь,-1,
excel_xlsx,bd3b9bca-dc37-4406-a8d9-890c78354e9d.КС 3 № 1 (Сура).xlsx,Справка о стоимости выполненных работ,-1,
excel_xlsx,495fdd76-88b2-400a-b62b-24dca88e32b6.SI-4808988-8IRK3000SW_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,f361a078-8c9d-4df3-be3d-1ce94cf1f0ba.Согл 18.06_ Камчатский филиал.xlsx,Сметный отчет на ремонт и обслуживание,-1,
excel_xlsx,90b7e51a-2258-4341-abda-9a9a2739d1c1.02.03. Форма 1.3. Январь 2026.xlsx,Отчет по объемам и доходам связи,-1,
excel_xlsx,e272e2ec-2149-4da9-9634-98de1057b002.УПД Вымпел Ком  март 2026.xls,Счет-фактура на оказание услуг,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,8e676c77-291a-4df4-ab48-2fe9f81b6b33.Счет на оплату № 22 от 23 марта 2026 г.xlsx,Счёт на оплату услуг по подготовке пресс-релизов,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,dd14f836-bcf2-4fb9-9975-19e1233e1d82.Казанский филиал за  Апрель.xls,Смета дополнительных работ для ТЦ,-1,
excel_xlsx,d046ac43-6689-4818-9e1d-df3eef865c2d.Акт_АВР_февраль.xlsx,Акт сдачи-приемки работ по ремонту,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,05ec314e-93fe-4761-8702-8f6ee32095e5.Универсальный корректировочный документ (УКД) с прослеживаемостью № 7664 от 06.04.2026.xlsx,Корректировочный счет-фактура,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,83aa9236-e202-440e-90f9-aa6f38ad8026.SI-4899332-8YKT310SW.xls,Акт приема оборудования и материалов,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,621e3ed2-ee0a-4a4f-9908-aca04b840e6e.Счёт  №61-ВК-НВГ 07 05 2026.xlsx,Счёт на поставку программного обеспечения,-1,
excel_xlsx,08c2c686-17fa-4cb3-9dc8-41002012419c.Счет  513 31.03.26 Билайн Казань.xlsx,Счёт на уборку помещений за март 2026 года,-1,
excel_xlsx,6e47ca3d-7fe9-4510-ba86-ff4b1a23eb00.Смета 396 Орел  за февраль демонтаж наклеек.xlsx,Смета на демонтаж пленки и выезд,-1,
excel_xlsx,19d2e81c-8900-46e5-8ac6-67f484242af2.Акт сверки  ПАО Вымпелком за 1 кв. 2026.xlsx,Сверка взаимных расчетов за первый квартал 2026 года,-1,
excel_xlsx,"eec694f0-b323-4a9f-8355-b563f0a67a60.Вымпелком (367333,69) УПД (статус 2) № 40 от 30 апреля 2026 г.xls",Счет-фактура на поставку товаров,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,5fce017c-d952-453c-a60a-fb2877820b97.15_Шаринг_Акт25.2_МТС 06.03.26_1500139.xlsx,Акт о прекращении доступа к оборудованию,-1,
excel_xlsx,31d6f6f5-5084-44bb-bfcc-ddacab8fe6e5.Акт монтажа Волгоград Т-34_7_ПУ (206).xlsx,Акт монтажа счетчиков электроэнергии,-1,
excel_xlsx,3abb567b-be0a-44af-b5dd-84967a85bc82.РЦ-ДогДКП12-0885-24 ПАО Вымпелком Акт №19 от 30.06.26.xlsx,Акт оказания услуг по размещению ВОЛС,-1,
excel_xlsx,fa0e3a30-6cc9-4c5c-bdfc-46854305d3db.SO-5108467-8MGD320SWB.xls,Акт отгрузки оборудования для базовой станции,-1,
excel_xlsx,9c7fbc42-5ca8-4cee-8a94-1c359484f54d.ТО СКК график 1 пол .xlsx,Список мест проведения ТО,-1,
excel_xlsx,fd94da00-be19-4235-831d-43ef75f8d038.SI-4935154-8IRK310SW_CH.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,d9e43838-34d7-4ae9-9fe7-32622e17ff71.AR_SN_REP_162601606_LL_Ms310Wb.xlsx,Акт о рассогласованиях поклажа,-1,
excel_xlsx,9e0d407e-15bb-4c38-abb1-2905c18d8275.Акт №36 РЦ-12-2270-23 ПАО «ВымпелКом» 28.02.26.xlsx,Акт оказания услуг по размещению ВОЛС,-1,
excel_xlsx,2b996703-8d7c-420c-882d-8b192ab5f1f2.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,2980c7ca-32e6-4803-8227-c64646e2076b.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,ca6f0064-e4bd-44a6-8138-fc4a96f6f331.xls,Акт приема-передачи оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
excel_xlsx,7ea831b7-ceb2-4e17-aa49-215c4c91deb9.отчет 0435 от 30.04.26г.xls,Отчет о потребленной электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
excel_xlsx,b4668e22-94d4-46cf-83f4-d40c53d9ae7a.Счет на оплату 086 Вымпел ларгус № МС86 от 24.06.2026.xlsx,Счёт на оплату автозапчастей и услуг,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,541e866f-f586-4413-be88-6211281c9e72.ДС к договор №74-03-38-162-17 с ПАО _ВымпелКом_ _Тарифы 2026_.docx,Изменение стоимости услуг связи,-1,
word,c64154c3-abe9-4261-a946-be1639bce612.Заявка на ВТК.docx,Выдача пластиковых карт клиенту,-1,
word,29aa81ec-64fd-49d7-a62d-19d362ed4080.Заявление на переоформление (кредит) (2).doc,Заявление на передачу прав по договорам связи,-1,
word,"4cd2c05e-5c05-4457-ac37-55600709034c.БЗ 63 к АР-025_2009_Новомосковская, 12.doc",Заказ на обслуживание волокон,-1,
word,c8ec34dd-9f6b-459a-b2f7-be9ffd878f69.О1Т_20260408_Act_АПП 1-182.docx,Акт приема-передачи оптических волокон,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,54eb6ca0-a7f3-4d4f-8d5f-dac3d206c8e9.Расш-ка_04.2026_ВЫМПЕЛКОМ.doc,Расчет арендной платы за электроэнергию,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,2257c823-7e2b-4952-9c2c-15339b92f349.Pismo_v_VYMPELKOM.docx,Запрос закрытия счета,-1,
word,11e2dbe3-517d-49ee-b5be-8bb5790c68fe.ДС №2 от 24.04.2026  индексация  2026.docx,Дополнительное соглашение к договору аренды,-1,
word,89d29cd1-9a95-45cd-aafd-57ea9c70b63e.Запрос сверки.doc,Запрос акта сверки за 1 квартал 2026 года,-1,
word,9e31680b-1939-4a20-909b-5ddab70ddb30.Уведомление_контрагентам_об_изменении_адреса_Казань.docx,Уведомление об изменении адреса,-1,
word,edcc7a82-096e-42ce-b55a-bad90e25d9fd.Акт подключения к БЗ 343.doc,Акт подключения к услугам связи,-1,
word,76450d3e-f69d-49d5-95ec-1543c16f3d0a.Заявление от 04.05 Вымпелком ЕКБ КЦ.docx,Заявление на отключение услуг связи,-1,
word,53dce64c-7452-4e14-861b-74d067137946.Заявление доступа в ЛКД ZY97 (3).docx,Уведомление о назначении ответственного лица,-1,
word,42798b53-d7e6-4a33-b24c-30d26a71fda8.ЭЭ Вымпелком апрель 2026.docx,Акт снятия показаний счетчиков электричества,-1,
word,"d1313de6-6fd0-47e9-b7f9-f9de4cf04b0e.Демонтаж Д53000_Москва, Большая Черкизовская, д. 3,к.1_12.03.2026.docx",Акт демонтажа и утилизации оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,8d40e971-2b4c-4ad1-984b-a86c4da34047.Акт ээ февраль.docx,Расчет стоимости потребленной электроэнергии,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,1f0b2a3b-36e9-4765-8b6f-f5da22973ff5.Dop.soglasheniya__PAO_Vympelkom_—_kopiya.doc,Изменение условий договора по НДС,-1,
word,c4323def-cf56-475b-8a3b-e6a7bdadcba7.Отчет Исполнителя_апрель_2026.doc,Отчет об оказании образовательных услуг,-1,
word,"0ef78715-0c38-4ef5-ae70-755fbfef66c1.Акт выполненных  работ  118  г. Магнитогорск, пр. Карла Маркса,74.doc",Акт выполненных работ по поставке,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,410a4ecf-ef1f-4c6a-9a07-6c1c53fd12f4.Форма 28_БС 28846.docx,Акт допуска электроустановки к эксплуатации,-1,
word,09494ce2-c625-4a23-b9e8-6c670aee698c.PJSC_AT201035588_00F6434921300M_658466.00.docx,Выплата бонуса поставщику за объем,-1,
word,1682f641-d499-408a-ad60-e70a326bad05.Акт сдачи-приемки на 16.03.2026.odt,Акт оплаты услуг техподдержки оборудования,-1,
word,c98af85e-3e5b-4ddd-9b82-3c8767b80e36.Акт сдачи-приёмки 62 Админ Вологда-Череповец .docx,Акт сдачи-приемки услуг уборки помещений,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,d4bb7b06-0acd-474f-967e-bef5dc7eaffb.Справка-расчет 2026.01+4593дог вымпелком.odt,Расчет потребления электроэнергии за январь,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,35b5ce3d-565f-4de1-a19c-c371e2e1463b.ASL invoice 9229501290_ЗАК2-бн_ASL-SC-CR-172-2026_USD.doc,Счёт на услуги по доработке системы управления,-1,
word,c063217d-5b68-4e92-8c7c-a3d54051b86a.акт зачета.docx,Акт зачета вознаграждения за февраль 2026 года,-1,
word,5f00190b-bbfc-4e79-8bb3-26930ce727ad.РТК_ДС45 к дог.22737.docx,Дополнительное соглашение к договору о кабельной канализации,-1,
word,2414f11d-9c14-4265-b327-05a019d88d5e.Счет на оплату № 14 от 31 мая 2026 г.docx,Счёт на оплату аренды,1,"на, счёт, счёт на, на оплату, оплату, счет, фактура, фактура на"
word,d2239af0-53af-4ed9-919f-7c158f5c8dbc.Акт сдачи-приемки оборудования Заказ №1689.docx,Акт сдачи-приемки оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,ae3d6d18-07ad-4c24-b967-63368189122c.Счет за февраль 2 2026 Рахлин  А.В.doc,Счёт на агентское вознаграждение,-1,
word,8249bce9-0571-452d-88af-a501cba786c0.ПСДЦ 1603-6.docx,Дополнительное соглашение на перенос ЩУ,-1,
word,a2290181-056f-44a5-8e3a-e3cc7f6d918f.АктСверки_202603_7713076301-301545013_ПАО__Вымпел_коммуник.rtf,Сверка задолженности по услугам связи,-1,
word,cd7a57b1-7c26-431c-83d1-f97524bedf81.Акт об оказании услуг № 3 от 31 января 2026 г.docx,Акт выполненных услуг по показаниям счетчиков,-1,
word,d9af389c-bdf3-42e2-aaed-c578dcc2cb49.PJSC_AT201034539_00F6434919640M_1227250.0.docx,Выплата бонуса поставщику за объем,-1,
word,3d3d136a-a835-4dee-b8a5-1978332d4c1d.Заказ №1663.docx,Заказ на услуги связи,-1,
word,7a7c124e-5ab2-4474-8345-bc29a2eac67d.Акт билайн апрель 2026.docx,Акт сдачи-приемки услуг размещения оборудования,0,"акт, оборудования, приема, акт приема, оборудования акт, передачи, приема передачи, передачи оборудования"
word,f9047b25-2408-4833-9865-a3737e0c72b2.ДС Вымпелком НДС 22%.docx,Дополнительное соглашение к договору на услуги связи,-1,
word,b6263342-af09-4636-95bb-afdf021f33ef.Акт к БЗ 439 от 17.02.2026.doc,Акт начала оказания услуг связи,-1,
word,"27cdd8ad-e88a-47d0-b696-2d685e453120.Бланки заказа. Интернет, телефония №БН от 01.01.2026 с ВЫМПЕЛКОМ ПАО _Индексация тарифного плана_РЦ Иркутск (Иркутская обл., г. Иркутск, Станция Горка, д. 8)_.doc",Заказ на услугу IP VPN,-1,
word,efc99e1f-a2af-4a24-b57b-1da1bdf288d3.26-06-15_VYMPELKOM_PAO_U78CW_(Oborudovanie)_BDA.docx,Договор аренды нежилого помещения,-1,
word,c10002e3-4bc3-4846-a6ec-4cb73a03fa72.Schet_Monobrend.rtf,Счёт на курьерскую доставку,-1,
word,a868a039-bcff-4b3b-8d69-99f4da9ab37f.АктСверки_202603_7713076301-230845023_ПАО_ВымпелКом.rtf,Сверка задолженности по услугам связи,-1,
word,52a3f1dd-1b9b-4a2a-b690-e80a0784ebe1.Приложение 1_Временный порядок финзакрытия работ_на опорах НБК_v4_ГП 45825.docx,Гарантийное письмо на выполнение работ,-1,
word,935ccca9-d747-4b91-b2cf-6fb94deba6ba.Форма 28_БС 10749.doc,Акт допуска электроустановки к эксплуатации,-1,
word,02df7209-5e4f-4b06-aab1-c7c84c7d1937.АТМ.docx,Заявление о предоставлении сведений о пользователях,-1,
