doc_id,entity_id,source,file,llm_name,llm_inn,llm_kpp,edo_shortname,edo_inn,edo_kpp,inn_status,kpp_status,name_status
7336,c209d58f-42d5-42e9-a0b7-90b5505fab87,tables,c209d58f-42d5-42e9-a0b7-90b5505fab87.KS-2 № VOL000000000007995 ot 06.02.2026.pdf,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТ,,,"ООО ""ПромТехСвязь""",7811478048,781101001,llm_missing,llm_missing,mismatch
7339,a4921e67-e66a-47a6-859e-9e2e6b04f44b,tables,a4921e67-e66a-47a6-859e-9e2e6b04f44b.SF9100187080.pdf,МегаФон,7812014560,407028109,"Кавказский филиал ПАО ""МегаФон""",7812014560,230802001,match,mismatch,match
7341,a2f5654c-f447-4ca7-b278-1a19251a8f92,tables,a2f5654c-f447-4ca7-b278-1a19251a8f92.Акт об оказании услуг № 25 от 31 мая 2026 г.pdf,"ТСЖ ""КРАСНОАРМЕЙСКАЯ, 62""",6672222196,667222219,"ТСЖ ""КРАСНОАРМЕЙСКАЯ, 62""",6672222196,668501001,match,mismatch,match
7343,6f22b497-3139-44ba-8241-124b34298f02,tables,6f22b497-3139-44ba-8241-124b34298f02.4400_6400008479_31-01-2026.PDF,"АО ""Авантел""",7713076301,860245007,"АО ""АВАНТЕЛ""",5408185212,771501001,mismatch,mismatch,match
7345,3d406c5c-40f4-4415-8dac-22efa63bb42d,tables,3d406c5c-40f4-4415-8dac-22efa63bb42d.акт апрель 2026 Вымпел_АСД.docx.pdf,ООО «СтаниГост»,7707083893,770701001,"ООО ""Станигост""",7728620940,526001001,mismatch,mismatch,match
7346,32429f5a-3193-4244-b758-b3c5af6f7918,tables,32429f5a-3193-4244-b758-b3c5af6f7918.Авансовый счет 40% №2943-080001 от 02.01.2026.pdf.pdf,Акционерное общество «Читаэнергосбыт»,7536066430,080045001,Территориальное подразделение «Энергосбыт Калмыкии»,7536066430,080045001,match,match,mismatch
7352,3d912ba7-9faa-4ba4-857b-d342604ec3fd,tables,3d912ba7-9faa-4ba4-857b-d342604ec3fd.Счет-фактура №65493 от 31.03.26.pdf,АО «Самарагорэнергосбыт»,6316138990,,Голованова Инна Анатольевна,631229607498,,mismatch,both_missing,mismatch
7368,fa7bf2ee-db2d-4f4a-b175-3b08c2f8fc75,tables,fa7bf2ee-db2d-4f4a-b175-3b08c2f8fc75.31 счет вк лс 326695.pdf,"ОАО ""РЖД""",7708503727,997650001,Центральная станция связи ОАО «РЖД»,7708503727,771843001,match,mismatch,mismatch
7372,9061ccad-089f-4612-87e4-eb6a7e577af4,tables,9061ccad-089f-4612-87e4-eb6a7e577af4.ЗАК390-Д24442ВК-ЛКСП-24_198 PR_26163348 Акт № 260531-0193 от 31.05.2026.pdf,ООО «ЧетыреОхотника»,7706599264,770651001,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,mismatch,mismatch,mismatch
7373,11833740-3c03-4341-8c58-e30d7cea45ba,tables,11833740-3c03-4341-8c58-e30d7cea45ba.Акт об оказании услуг № 128 от 31 мая 2026 г.pdf,"ЗАО ""Трифоновская, 57""",7702361434,770236143,"ЗАО ""Трифоновская, 57""",7702361434,770201001,match,mismatch,match
7377,a4e55256-5feb-4e2a-b512-0175f7e54e7d,tables,a4e55256-5feb-4e2a-b512-0175f7e54e7d.Вымпелком расшифровка к счету по договору 101.pdf,ОАО «РЖД»,,,Центральная станция связи ОАО «РЖД»,7708503727,771843001,llm_missing,llm_missing,mismatch
7385,d8c351f7-6a27-41f9-849d-d317c257e048,tables,d8c351f7-6a27-41f9-849d-d317c257e048.Акт об оказании услуг № 161 от 31 марта 2026 г.pdf,ИП Исхаков А. Я.,230803583403,,Исхаков Артем Яковлевич,230803583403,,match,both_missing,mismatch
7387,fbf8c127-8250-4d4b-8867-b50dd7baf94b,tables,fbf8c127-8250-4d4b-8867-b50dd7baf94b.Счет_b144d238-db10-4ccd-90a5-3b862b886dc6.pdf,"ООО ""КОМУС""",7721793895,500945001,"ООО ""КОМУС""",7721793895,997350001,match,mismatch,match
7400,41aa8a2a-afb9-418d-9b7a-966f9d119d54,tables,41aa8a2a-afb9-418d-9b7a-966f9d119d54.КС-2 №524 от 14.05.2026.pdf,"ООО ""ФОРТ-КОНТРОЛЬ""",140180000000,140180000,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,mismatch,match
7409,9f531ff2-f8ec-44f6-bf41-8c7692bcf26d,tables,9f531ff2-f8ec-44f6-bf41-8c7692bcf26d.Счет 2600125735.pdf,"АО ""ДПД РУС""",7713215523,997750001,"АО ""ДПД РУС""",7713215523,774850001,match,mismatch,match
7414,56921225-7835-4657-89a2-c9172c047e66,tables,56921225-7835-4657-89a2-c9172c047e66.Raschet_peremen_chasti_MGOK_Bilayn_rudnik.pdf,"АО ""Михеевский ГОК""",7428007317,745801001,"АО ""МИХЕЕВСКИЙ ГОК""",7428007317,424950001,match,mismatch,match
7424,392a024e-32f2-45ed-b331-e4041f5bdc6b,tables,392a024e-32f2-45ed-b331-e4041f5bdc6b.УПД 30.04.26 № 0000-20901-01 = 2 213 443.91 в т.ч. НДС 399 145.62.pdf,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКАЯ ТЕЛЕВИЗИОННАЯ И РАДИОВЕЩАТЕЛЬНАЯ СЕТЬ""",7717127211,100102002,РТРС,7717127211,771701001,match,mismatch,match
7428,b71b033a-c7a8-491b-a469-eb4d9c2fcfa8,tables,b71b033a-c7a8-491b-a469-eb4d9c2fcfa8.Приложение №2.1 123004__2026.pdf,ООО «ФОРТ-КОНТРОЛЬ»,113504000572,,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,llm_missing,match
7430,1e12715a-27fe-475f-a9c9-3dbcbfd9377b,tables,1e12715a-27fe-475f-a9c9-3dbcbfd9377b.ON_BILL_2BM_2BM_20260401_727582801#9254310#I.pdf,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
7432,80321ef4-2cff-451d-8459-5c4ff6d442f1,tables,80321ef4-2cff-451d-8459-5c4ff6d442f1.900600595881_CDTP_2_28.02.2026.pdf,ПАО «Ростелеком»,7707049388,631543001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7433,943b802e-a219-46ef-b116-e72dccec9eeb,tables,943b802e-a219-46ef-b116-e72dccec9eeb.Счет на оплату ГК-68700 от 31.05.2026 .pdf,"Общество с ограниченной ответственностью ""ЭкоЦентр""",3444177534,616243001,"ООО ""ЭкоЦентр""",3444177534,770301001,match,mismatch,match
7452,5bb3d2e9-03b6-4f02-9325-52595d040cfd,tables,5bb3d2e9-03b6-4f02-9325-52595d040cfd.Счёт №99 от 28 февраля 2026.pdf,"ООО ""ГУОДОНГ""",9709124154,772801001,"ООО ""ГУОДОНГ""",9709124154,772501001,match,mismatch,match
7458,ba417cee-c2c3-4eb5-994c-0bbd3307a4c1,tables,ba417cee-c2c3-4eb5-994c-0bbd3307a4c1.Счет № 902696 - 1 от 31.12.2025.pdf,"Публичное акционерное общество ""Мобильные ТелеСистемы""",7740000076,997750001,"ПАО ""МТС""",7740000076,997750001,match,match,mismatch
7461,f584b046-c4e8-4ae1-9bc5-5cab357bbdd7,tables,f584b046-c4e8-4ae1-9bc5-5cab357bbdd7.УПД №23105140 от 30.04.26 ООО Краснодар Водоканал (Карасунская 86-45).pdf,"Общество с ограниченной ответственностью ""Краснодар Водоканал""",2308111927,231101001,Колодько Александра Геннадьевна,010600884284,,mismatch,edo_missing,mismatch
7472,a4595ebf-0181-4ef3-ac0b-e0ac95f8c160,tables,a4595ebf-0181-4ef3-ac0b-e0ac95f8c160.АктПриемки_WXX-5150758-1YAR3000KW.PDF,"ООО ""ТЕХСИТИСЕРВИС""",,,"ООО ""СТА Карго""",7810825228,781401001,llm_missing,llm_missing,mismatch
7476,9121b399-0fd1-40d5-9a86-2f4cc9047c76,tables,9121b399-0fd1-40d5-9a86-2f4cc9047c76.Счет 2600130950.pdf,"АО ""ДПД РУС""",,044525113,"АО ""ДПД РУС""",7713215523,774850001,llm_missing,mismatch,match
7479,f126929c-bd17-4f58-a7e0-cc93f53bb800,tables,f126929c-bd17-4f58-a7e0-cc93f53bb800.АктВыдачи_WXX-4887781-1YAR310KW.PDF,"ООО ""ТЕЛЕТАУЭР""",,,"ООО ""СТА Карго""",7810825228,781401001,llm_missing,llm_missing,mismatch
7484,dc5d57e3-204e-4ca7-95a2-72c0f84ba428,tables,dc5d57e3-204e-4ca7-95a2-72c0f84ba428.АктПриемки_WXX-4993655-1YAR3000KW.PDF,"ООО ""ИНТЭКО""",,,"ООО ""СТА Карго""",7810825228,781401001,llm_missing,llm_missing,mismatch
7489,7758b8ae-aeed-49c4-a6f1-1689ecc58b2b,tables,7758b8ae-aeed-49c4-a6f1-1689ecc58b2b.ON_SCHET_2401-2603RP347370.pdf,Филиал АО «Компания ТрансТелеКом» «Межрегиональный филиал Восток»,7709219099,246343002,"АО ""Компания ТрансТелеКом""",7709219099,775050001,match,mismatch,match
7493,45bdcb0c-7088-4683-80d2-94d1cd204952,tables,45bdcb0c-7088-4683-80d2-94d1cd204952.Счет на оплату № 2642 от 20 апреля 2026 г.pdf,"ООО ""Техновикинг"" Д.У. АО ""АЛЬФА-БАНК""",5001148746,421745001,"ООО ""ТЕХНОВИКИНГ""",5001148746,772001001,match,mismatch,match
7503,d0b5f811-f73e-49db-b39f-d9704cb4daca,tables,d0b5f811-f73e-49db-b39f-d9704cb4daca.Счет на оплату № 76 от 31 мая 2026 г.pdf,"ООО ""ЛАДОГА""",7811611902,781101001,"ООО ""ЛАДОГА""",7811611902,780201001,match,mismatch,match
7514,33dd78d5-e0d4-4aec-bf6d-4cbd121f06b3,tables,33dd78d5-e0d4-4aec-bf6d-4cbd121f06b3.900200580496_CDTP_2_30.04.2026.pdf,ПАО «Ростелеком»,7707049388,222443001,"Новосибирский филиал ПАО ""Ростелеком"" (Сибирь)",7707049388,540643001,match,mismatch,match
7528,9da47ff8-bcf5-450e-a052-6cf3c2c377ba,tables,9da47ff8-bcf5-450e-a052-6cf3c2c377ba.Акт 9.pdf,ООО «Центр-Сервис»,7707083893,770701001,"ООО ""ЦЕНТР-СЕРВИС""",4205099069,420501001,mismatch,mismatch,match
7533,68da4593-8d61-4cf3-b70f-b6a77f23d08b,tables,68da4593-8d61-4cf3-b70f-b6a77f23d08b.1167902_01_2026_03_2026_AS.pdf,ООО «Автодор-Платные Дороги»,7707083893,770701001,"ООО ""АВТОДОР- ПЛАТНЫЕ ДОРОГИ""",7710965662,770701001,mismatch,match,match
7535,1e5f4fc7-5dd7-4735-99a9-f14eb75e97b9,tables,1e5f4fc7-5dd7-4735-99a9-f14eb75e97b9.АктВыдачи_WXX-5095585-1YAR400KWB.PDF,"ООО ""СЕРВИОНИКА""",,,"ООО ""СТА Карго""",7810825228,781401001,llm_missing,llm_missing,mismatch
7547,31ccb247-b41a-43cf-b891-acc41a034b39,tables,31ccb247-b41a-43cf-b891-acc41a034b39.1_ООН_25458541 Копия документов 3х лиц № 260131-008 от 31.01.2026.pdf,Общество с ограниченной ответственностью «ЭмЭмЭс Коммьюникейшнз»,,,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,llm_missing,llm_missing,mismatch
7560,151ce0f4-8609-4e2a-bf61-147ba8cecf54,tables,151ce0f4-8609-4e2a-bf61-147ba8cecf54.900900595813_CDTP_2_31.12.2025.pdf,ПАО «Ростелеком»,7707049388,645243001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7569,7f8696cf-43ca-4d07-aa78-02e79e36716d,tables,7f8696cf-43ca-4d07-aa78-02e79e36716d.Подтверждающие док-ты март 2026г. Акваполис.pdf,"Муниципальное предприятие г.Пскова ""Горводоканал""",6027047825,602701001,"ООО ""ПСКОВ-АЛЬЯНС""",6027092271,602701001,mismatch,match,mismatch
7577,b724a90f-e06a-48ee-bc1c-aacddb9d8722,tables,b724a90f-e06a-48ee-bc1c-aacddb9d8722.Акт об оказании услуг № ГУ-29 от 31.03.2026.pdf,"ФГБОУ ВО ""Донской государственный аграрный университет""",6125012570,612501001,ФГБОУ ВО ДОНСКОЙ ГАУ,6125012570,612501001,match,match,mismatch
7579,a34a68c0-1edc-43e3-8efa-b69aee646db8,tables,a34a68c0-1edc-43e3-8efa-b69aee646db8.2026 71052).pdf,УФПС ПЕРМСКОГО КРАЯ,7724490000,590243001,"АО ""ПОЧТА РОССИИ""",7724490000,997650001,match,mismatch,mismatch
7582,714350fb-557b-4844-8cda-625844de1185,tables,714350fb-557b-4844-8cda-625844de1185.Счет_682180a7-a920-4849-8c1d-eba1448eb850.pdf,"ООО ""КОМУС""",7721793895,504145001,"ООО ""КОМУС""",7721793895,997350001,match,mismatch,match
7585,1e3b551e-8a5d-4943-be0b-2a7aa5598146,tables,1e3b551e-8a5d-4943-be0b-2a7aa5598146.Счет № 908593 - 1 от 31.03.2026.pdf,"Публичное акционерное общество ""Мобильные ТелеСистемы""",7740000076,997750001,"ПАО ""МТС""",7740000076,997750001,match,match,mismatch
7588,462e977f-b2e6-474d-9ab5-590761808da5,tables,462e977f-b2e6-474d-9ab5-590761808da5.Счет_559c7fbc-71ed-4b39-a954-fe22d953c906.pdf,"ООО ""КОМУС""",7721793895,500945001,"ООО ""КОМУС""",7721793895,997350001,match,mismatch,match
7601,b892edb0-d6d0-4b36-a81e-742992edea9b,tables,b892edb0-d6d0-4b36-a81e-742992edea9b.КС-2 №642 от 09.06.2026.pdf,"ООО ""ФОРТ-КОНТРОЛЬ""",7726094091,772601001,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,mismatch,match
7618,0e61e950-6a60-44a4-b268-bec23399f540,tables,"0e61e950-6a60-44a4-b268-bec23399f540.Akt_(vozmeshchenie)_aprel_499_687,13.pdf","ГАУ ВО ""Дирекция по эксплуатации Волгоградское обособленное стадиона ""Волгоград Арена""",,,"ГАУ ВО ""ДИРЕКЦИЯ ПО ЭКСПЛУАТАЦИИ СТАДИОНА ""ВОЛГОГРАД АРЕНА""",3444271512,344401001,llm_missing,llm_missing,mismatch
7620,5f3c01ce-beb6-439e-a1cb-1da766bc6dab,tables,5f3c01ce-beb6-439e-a1cb-1da766bc6dab.3-26_Моршанск Зеленая_акт 01.03.26-31.03.26.pdf,ИП Монаенков Юрий Николаевич,317682000007,682012385,Монаенков Юрий Николаевич,682012385500,,mismatch,edo_missing,match
7621,4c232e03-6c48-4293-a9fe-b7a0c5794254,tables,4c232e03-6c48-4293-a9fe-b7a0c5794254.Электричество.pdf,"ООО ""СЕРВИС-ГРУПП""",5260297514,526001001,ИП Аистов Виктор Викторович,525633754931,,mismatch,edo_missing,mismatch
7622,76dd5aff-4dd3-4b67-a386-4fd6158f00c2,tables,76dd5aff-4dd3-4b67-a386-4fd6158f00c2.Akt_ob_okazanii_uslug.pdf,"ООО ""ФИРМА "" РУССКИЙ ПРОСТОР""",3328407515,332840751,"ООО ""Фирма "" Русский простор""",3328407515,332901001,match,mismatch,match
7624,a5c6fb06-b40c-4955-aef5-93176acd1086,tables,a5c6fb06-b40c-4955-aef5-93176acd1086.I5652 АКТ ЗАЧЕТА ВОЗНАГРАЖДЕНИЯ от 31.05.2026.pdf,"ООО ""УГМК-Телеком""",7900000000,790000001,"ООО ""УГМК-Телеком""",6606022606,668601001,mismatch,mismatch,match
7625,10c5ecc8-667a-4303-a4c1-a8db6f2ffb9f,tables,10c5ecc8-667a-4303-a4c1-a8db6f2ffb9f.900600574870_CDTP_2_30.04.2026.pdf,ПАО «Ростелеком»,7707049388,380843001,"Новосибирский филиал ПАО ""Ростелеком"" (Сибирь)",7707049388,540643001,match,mismatch,match
7644,5ebcc00d-26a8-4607-bc4e-c1484505d5ef,tables,5ebcc00d-26a8-4607-bc4e-c1484505d5ef.Счет-фактура № 173 от 31 марта 2026 г.pdf,"АО ""ЕЭНС""",6671250899,668501001,"ООО КОМПАНИЯ ""ГАРАНТСТРОЙ""",6679110300,667801001,mismatch,mismatch,mismatch
7649,8f89d10e-aa18-4eae-91da-17a8d133a442,tables,8f89d10e-aa18-4eae-91da-17a8d133a442.Счет № 591735 - 1 от 28.02.2026.pdf,"ПАО ""Мобильные ТелеСистемы""",7740000076,997750001,"ПАО ""МТС""",7740000076,997750001,match,match,mismatch
7652,b52ea66f-5144-47a1-ae29-9c15fa6273ac,tables,b52ea66f-5144-47a1-ae29-9c15fa6273ac.ON_BILL_2BM_2BM_20260401_726178201#9232261#I.pdf,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,780143001,"Северо-Западный филиал ПАО ""МегаФон""",7812014560,784143001,match,mismatch,match
7657,a6daea2e-6b53-49dc-b9c3-98f41c689e14,tables,a6daea2e-6b53-49dc-b9c3-98f41c689e14.ВымпелКом ПАО (г. Красноярск)  1323 от 30.04.2026 Расчет арендной платы .pdf,"Общество с ограниченной ответственностью ""ПЛАНЕТАМОЛЛ-КРАСНОЯРСК""",660125000000,660101001,"ООО ""ПЛАНЕТАМОЛЛ-КРАСНОЯРСК""",2465158467,246501001,mismatch,mismatch,match
7663,64411885-f26d-47e2-bcba-6dccb7b90e7e,tables,64411885-f26d-47e2-bcba-6dccb7b90e7e.2_ООН_26013164 Копия документов 3х лиц № 260228-005 от 28.02.2026.pdf,ООО «ЭмЭмЭс Коммьюникейшнз»,7714328921,,"ООО ""ЛАЙОН КОММЬЮНИКЕЙШНЗ""",7743068844,771401001,mismatch,llm_missing,mismatch
7670,b2fef2b6-30fa-440c-9d30-5829bb1bed39,tables,b2fef2b6-30fa-440c-9d30-5829bb1bed39.Приложение №5 ФК_122942.pdf,ООО «ФОРТ-КОНТРОЛЬ»,7707083893,770701001,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,mismatch,match
7671,04326df0-739e-4f84-bf25-73b5c7009a7f,tables,04326df0-739e-4f84-bf25-73b5c7009a7f.900700895697_CDTP_2_31.01.2026.pdf,ПАО «Ростелеком»,7707049388,434543001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7676,9601da2e-7182-492e-bc58-777c767d7f97,tables,9601da2e-7182-492e-bc58-777c767d7f97.900601175521_CDTP_2_30.04.2026.pdf,ПАО «Ростелеком»,7707049388,645243001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7687,115f533b-268d-438d-9dde-46d38e64e165,tables,115f533b-268d-438d-9dde-46d38e64e165.Приложение №2.1 122038__2026.pdf,ООО «ФОРТ-КОНТРОЛЬ»,113504000572,113504000,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,mismatch,match
7689,b0e3f1e9-ac97-4bac-9dce-4c5cee0fef7e,tables,b0e3f1e9-ac97-4bac-9dce-4c5cee0fef7e.900701068961_CDTP_2_30.04.2026.pdf,ПАО «Ростелеком»,7707049388,183143001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7690,fb8f6ed8-3243-42d9-9c8e-e0cbf5e4da5a,tables,fb8f6ed8-3243-42d9-9c8e-e0cbf5e4da5a.900100515609_CDTP_2_28.02.2026.pdf,ПАО «Ростелеком»,7707049388,213043001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7710,8b1c0550-5a53-40fa-888e-ad7a570c0fa8,tables,8b1c0550-5a53-40fa-888e-ad7a570c0fa8.900700684822_CDTP_2_28.02.2026.pdf,ПАО «Ростелеком»,7707049388,272143001,"Приморский филиал ПАО ""Ростелеком"" (Дальний Восток)",7707049388,253643002,match,mismatch,match
7718,95faa6fb-44f3-40fa-9b49-bf1b1f55112a,tables,"95faa6fb-44f3-40fa-9b49-bf1b1f55112a.Приложение №5 ФК_121632 г. Екатеринбург, ул. Восточная, д. 158.pdf",ООО «ФОРТ-КОНТРОЛЬ»,7707083893,770701001,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,mismatch,match
7722,e4ba296e-62da-4329-a59a-bba10360e0a0,tables,e4ba296e-62da-4329-a59a-bba10360e0a0.900500649093_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,290143001,"Макрорегиональный филиал ""Северо-Запад"" ПАО ""Ростелеком""",7707049388,784243002,match,mismatch,match
7727,fbc7873b-303b-4c32-b022-79db00bb7b06,tables,fbc7873b-303b-4c32-b022-79db00bb7b06.Акт_7713076301_165543001_123186_2026.05.31_00.pdf,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТТЕЛЕКОМ""",1681000024,165043001,"ПАО ""ТАТТЕЛЕКОМ""",1681000024,166001001,match,mismatch,match
7740,1a8d663f-09f2-4dbf-ba3b-d4c06fe85200,tables,1a8d663f-09f2-4dbf-ba3b-d4c06fe85200.Акт 50 сэс_31.05.26_Вымпелком_3277.pdf,ПАО «Россети Ленэнерго»,,,"АО ""РОССЕТИ ЦИФРА""",7705307770,773401001,llm_missing,llm_missing,mismatch
7748,04773de1-9313-49c1-afa8-d71d874b6f36,tables,04773de1-9313-49c1-afa8-d71d874b6f36.1000_6400880029_2_31-05-2026.PDF,"АО ""АЛЬФА-БАНК""",,997750001,"АО ""ЭР-ТЕЛЕКОМ ХОЛДИНГ""",5902202276,590501001,llm_missing,mismatch,mismatch
7757,17c75f33-3b64-4995-b15c-95dd27512ecc,tables,17c75f33-3b64-4995-b15c-95dd27512ecc.ЦОСРЦ0088819 Акт приемки передачи к Счету-фактуре(ЭДО) № ЦОСР014557 от 30.04.2026.pdf,"АО ""Коми энергосбытовая компания""",1101301856,110143001,"АО ""Коми энергосбытовая компания""",1101301856,785150001,match,mismatch,match
7764,61c1719a-b386-4560-a3d8-4a8756348f0a,tables,61c1719a-b386-4560-a3d8-4a8756348f0a.900701068974_CDTP_2_31.01.2026.pdf,ПАО «Ростелеком»,7707049388,213043001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7766,50348d1d-bb8a-4dce-b4f2-21ae1a32df2f,tables,50348d1d-bb8a-4dce-b4f2-21ae1a32df2f.ЭМ_58-58 Билайн_офисы. ОП Хабаровск (отд. Биробиджан). Февраль 2026 - Акт.pdf,"ООО ""ЭКОМАКС""",7707083893,770701001,"ООО ""ЭМ""",5404083146,540401001,mismatch,mismatch,mismatch
7800,9e5a395a-7e89-4c99-8462-7f6a96ff1e2e,tables,9e5a395a-7e89-4c99-8462-7f6a96ff1e2e.900000595941_CDTP_2_31.05.2026.pdf,ПАО «Ростелеком»,7707049388,183143001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
7804,15a91a9d-da3e-4912-85ab-8b210a72ceea,tables,15a91a9d-da3e-4912-85ab-8b210a72ceea.4400_6400004690_31-01-2026.PDF,"АО ""Авантел""",7713076301,860243001,"АО ""АВАНТЕЛ""",5408185212,771501001,mismatch,mismatch,match
7809,601dd98c-81db-444f-9685-9d808ccfb148,tables,601dd98c-81db-444f-9685-9d808ccfb148.raschet_Michurina_mart.pdf,ИП Полубоярцев Г.С.,,,Полубоярцев Геннадий Сергеевич,482424666400,,llm_missing,both_missing,mismatch
7810,63461d5f-da5a-4a64-9e5b-2b93e67fc354,tables,63461d5f-da5a-4a64-9e5b-2b93e67fc354.Finalnyy_akt_Bilayn_Tver.pdf,ООО «Северный Модерн»,780242078398,780242078,"ООО ""Северный Модерн""",7810817869,781601001,mismatch,mismatch,match
7820,05c52385-2fd3-40d5-8897-17ed4c0f7250,tables,05c52385-2fd3-40d5-8897-17ed4c0f7250.ВЫМПЕЛКОМ ПАО Акт № 8 1 от 31 января 2026 г..PDF,ИП Хапсирокова Л. М.,090105382675,,Хапсирокова Лилия Мухарбиевна,090105382675,,match,both_missing,mismatch
7821,f363ff1f-5ee3-41b9-b8ba-c28b0eaa59be,tables,f363ff1f-5ee3-41b9-b8ba-c28b0eaa59be.АктПриемаПередачиЗаявка28076.pdf,АО «Сахаэнерго»,678400000000,678400000,"АО ""Сахаэнерго""",1435117944,140601001,mismatch,mismatch,match
7825,e3c4bf9c-619d-4f5d-816e-2611b9c09786,tables,e3c4bf9c-619d-4f5d-816e-2611b9c09786.Акт об оказании услуг № 209 от 31 декабря 2024 г.PDF,"ООО ""УК ""КБС""",4703121341,,"ООО ""УК Комфортбытсервис""",4703121341,470301001,match,llm_missing,mismatch
7858,f339c0a0-a9ae-4d67-9245-48a8742a0c4e,tables,f339c0a0-a9ae-4d67-9245-48a8742a0c4e.900900589657_CDTP_2_30.04.2026.pdf,ПАО «Ростелеком»,7707049388,246643001,"Новосибирский филиал ПАО ""Ростелеком"" (Сибирь)",7707049388,540643001,match,mismatch,match
7870,ec55b184-69de-4228-ac62-ec1da93d6383,tables,ec55b184-69de-4228-ac62-ec1da93d6383.КС-2 №219 от 11.03.2026.pdf,"ООО ""ФОРТ-КОНТРОЛЬ""",7720056000,772001001,"ООО ""ФОРТ-КОНТРОЛЬ""",5040125816,504001001,mismatch,mismatch,match
7883,2a11fd0c-bdda-4660-8923-1c0f38a2a977,tables,2a11fd0c-bdda-4660-8923-1c0f38a2a977.Акт зачёта вознаграждения за февраль 2026г. от 30.04.2026г..pdf,"ООО ""Бета Воип""",1149010014,770001001,"ООО ""БЕТА ВОИП""",7724701236,772501001,mismatch,mismatch,match
7884,257f6e79-5753-4398-942b-7760075d6361,tables,257f6e79-5753-4398-942b-7760075d6361.Счет для юридических лиц - 2026-02-05T130712.608.pdf,"АО ""Электросвязь"" в ЧР",7713076301,201402001,"АО ""ЭЛЕКТРОСВЯЗЬ"" В ЧР",2014016741,201401001,mismatch,mismatch,match
7885,505c4979-0221-481c-a5c8-e41648989072,tables,505c4979-0221-481c-a5c8-e41648989072.900400580480_CDTP_2_31.12.2025.pdf,ПАО «Ростелеком»,7707049388,032343001,"Новосибирский филиал ПАО ""Ростелеком"" (Сибирь)",7707049388,540643001,match,mismatch,match
7886,8ffa4a35-0a98-46ce-89ae-69635cdd1db2,tables,8ffa4a35-0a98-46ce-89ae-69635cdd1db2.Счет на оплату № 5 от 31 марта 2026 г..pdf,"ООО ""ГРАНД ВЭЙ""",2635219430,263401001,"ООО ""ГРАНД ВЭЙ""",2635219430,263501001,match,mismatch,match
7887,e4395499-3ce2-48da-9814-b0f937811552,tables,e4395499-3ce2-48da-9814-b0f937811552.900500715777_CDTP_2_31.03.2026.pdf,ПАО «Ростелеком»,7707049388,519043001,"Макрорегиональный филиал ""Северо-Запад"" ПАО ""Ростелеком""",7707049388,784243002,match,mismatch,match
7889,6a71cae9-de2a-4b0a-b555-e988b454df89,tables,"6a71cae9-de2a-4b0a-b555-e988b454df89.К счету 2602227 от 08.05.2026, сопроводительные документы ЦПС ФОБОС.pdf","ООО ""ЦПС ФОБОС""",9729289637,503201001,"ООО ""КАРГОАЭРОБРОКЕР""",7703209930,504701001,mismatch,mismatch,mismatch
7890,080dee48-d096-417c-834e-94fd592bc22e,tables,080dee48-d096-417c-834e-94fd592bc22e.900400595787_CDTP_2_31.12.2025.pdf,ПАО «Ростелеком»,7707049388,561243001,"Нижегородский филиал ПАО ""Ростелеком"" (Волга)",7707049388,526043002,match,mismatch,match
